"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000000003",2714.84443410421,-0.0251382607029204,0.0526093078084777,-0.477829147542397,0.632771813656744,1
"ENSG00000000005",2.36218139631801,-0.0343192148535651,1.38034349822754,-0.0248628076255174,0.980164393272247,1
"ENSG00000000419",1428.9386449204,-0.0616890457694672,0.0655471656058456,-0.941139791465912,0.346633226303511,1
"ENSG00000000457",298.339051163745,0.179383640071778,0.108382515013984,1.65509759621866,0.0979047024177198,0.862732060299274
"ENSG00000000460",984.958776127603,0.0829583312934206,0.0728355315531361,1.13898161411645,0.254710822856546,1
"ENSG00000000938",0,NA,NA,NA,NA,NA
"ENSG00000000971",1531.30924012217,0.542210890840446,0.436779227737193,1.24138433425385,0.214463803504285,0.984071357719052
"ENSG00000001036",2817.29366800228,0.0328619487379792,0.0516036013666933,0.636815025844096,0.524245337503375,1
"ENSG00000001084",6758.63838271591,0.0530718704268449,0.0671437913167585,0.790421115430796,0.429281874644091,1
"ENSG00000001167",1542.52741829531,-0.141889104205746,0.0705304895193319,-2.01174137841274,0.0442472063233562,0.68209858557799
"ENSG00000001460",353.595286807605,0.0152008079915165,0.115055552547442,0.132117117817922,0.894891656536283,1
"ENSG00000001461",804.511359117868,0.0784413173667152,0.0802960419789692,0.976901419216407,0.328617959118659,1
"ENSG00000001497",4214.61721072671,0.00503557497660083,0.0544726087559661,0.0924423318728849,0.926346607425762,1
"ENSG00000001561",424.746294943851,0.206106318197028,0.0780171358785352,2.64180831398264,0.00824647129030764,0.376994064053628
"ENSG00000001617",185.34557422227,-0.0680948086096974,0.223141625640585,-0.305164078706579,0.760241189362364,1
"ENSG00000001626",5.65385299078766,1.15794718727945,1.81307521364275,0.638664727511748,0.523041063554874,1
"ENSG00000001629",1995.81807987369,-0.0657352080587391,0.108305720367555,-0.606941238520501,0.543889909288262,1
"ENSG00000001630",5807.19636487051,0.0466992419844535,0.0357771920477749,1.30527968550729,0.191797628794923,0.971516280938291
"ENSG00000001631",1028.50404009369,-0.0558941065315819,0.115793720792512,-0.482704123755873,0.629305834803678,1
"ENSG00000002016",309.588685438791,0.120517596079465,0.181221555647654,0.66502903392897,0.506031922996549,1
"ENSG00000002079",10.6231501400048,1.02015832676149,1.74312878771872,0.585245527438398,0.558382636297967,1
