"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000000003",2714.84443410421,-0.0552522364876716,0.0562931010336175,-0.981509909263582,0.326341350223128,0.751573325556693
"ENSG00000000005",2.36218139631801,0,2.12096208772231,0,1,NA
"ENSG00000000419",1428.9386449204,-0.119124611566351,0.065758073342691,-1.81155872596124,0.0700544072773669,0.416082841939249
"ENSG00000000457",298.339051163745,0.17162831664506,0.116068276160128,1.47868411871889,0.139224758777259,0.556578517678758
"ENSG00000000460",984.958776127603,0.000487560704305424,0.0787500089661923,0.00619124633388596,0.995060131696871,1
"ENSG00000000938",0,NA,NA,NA,NA,NA
"ENSG00000000971",1531.30924012217,0.722023623971778,0.0805929174752541,8.9588967193485,3.27943132401452e-19,5.42355475633448e-17
"ENSG00000001036",2817.29366800228,-0.00669997250431495,0.0523605181619175,-0.12795848359629,0.898181828172239,0.983412827629946
"ENSG00000001084",6758.63838271591,-0.049580007831612,0.0608046965258175,-0.815397669332344,0.414844718000938,0.808146699750672
"ENSG00000001167",1542.52741829531,-0.0366237349250255,0.0771971573827523,-0.4744181802374,0.63520173118804,0.905327018535371
"ENSG00000001460",353.595286807605,0.126267072503411,0.115362072099525,1.09452847201356,0.273723267098626,0.711325496674279
"ENSG00000001461",804.511359117868,0.0745969094438443,0.0827140754059701,0.901864756121786,0.367128715341036,0.779534132810491
"ENSG00000001497",4214.61721072671,0.0223037943147186,0.054086124177609,0.412375533537529,0.680064193247885,0.918042611841732
"ENSG00000001561",424.746294943851,-0.265169234835949,0.105002132744903,-2.52536998919976,0.011557653708111,0.162017079024297
"ENSG00000001617",185.34557422227,0.109793765294424,0.226815219084907,0.484067011629069,0.628338312044701,0.90276924510549
"ENSG00000001626",5.65385299078766,-1.27952280412952,1.14850241614965,-1.11407933160395,0.265245154591651,NA
"ENSG00000001629",1995.81807987369,0.168032614139433,0.105031314989244,1.59983347972593,0.109635529456122,0.506503749652294
"ENSG00000001630",5807.19636487051,0.0398304194225767,0.0356833623775477,1.11621822520958,0.264328735061292,0.702247999133958
"ENSG00000001631",1028.50404009369,-0.179954056045589,0.117753467704633,-1.52822723231367,0.126456129677569,0.537719177680071
"ENSG00000002016",309.588685438791,0.0249564280485814,0.178600221423206,0.139733466452123,0.888870583398936,0.980346702525766
"ENSG00000002079",10.6231501400048,0.0414878752611811,0.594319113059669,0.0698074053980756,0.944346952904283,NA
"ENSG00000002330",1204.4042970781,-0.275166392690625,0.0803938654220622,-3.4227287274473,0.000619959143687144,0.0224283136044318
"ENSG00000002549",3003.03325444417,1.4529563522169,0.0430763567882387,33.7297873021055,2.11565126700025e-249,2.09933052865482e-246
"ENSG00000002586",6564.09886091398,-0.0155045314904727,0.0707480835965818,-0.219151257564549,0.826532223330048,0.963917532446359
"ENSG00000002587",79.6008324874245,-0.617849301532562,0.387856235305927,-1.59298535202154,0.111163477135258,0.509329874767771
