"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000000003",2038.98442494067,0.026341243233374,0.0546328392481222,0.482150362234366,0.629699135615135,0.93613467814453
"ENSG00000000005",0,NA,NA,NA,NA,NA
"ENSG00000000419",1357.9801201334,0.0496370984442274,0.0731617852107716,0.678456632806704,0.497482211713814,0.894302219182
"ENSG00000000457",284.704671101751,0.0886092614641798,0.145721131550601,0.608074206680246,0.543138258412549,0.910871070320878
"ENSG00000000460",861.292141477326,-0.0319892848226884,0.0834242897889546,-0.383452887685521,0.701383995707396,0.948841985534897
"ENSG00000000938",0,NA,NA,NA,NA,NA
"ENSG00000000971",2736.90722440375,0.750400243029401,0.0593287243007184,12.648177621785,1.14499944667605e-36,2.83549391275909e-34
"ENSG00000001036",2343.04410091072,0.0796659613461091,0.0640002053267962,1.24477665250167,0.213213860581026,0.715122126789643
"ENSG00000001084",8371.57349872814,0.0497891682385997,0.0353422375695995,1.40877238291859,0.158902483817354,0.637509745425065
"ENSG00000001167",1066.53906876614,-0.096540120602327,0.0746373040648706,-1.29345669450252,0.195853152525477,0.691110977719156
"ENSG00000001460",360.101800297005,0.0156116539249075,0.147913009331308,0.105546185528138,0.91594242386892,0.986606955856056
"ENSG00000001461",798.252923628815,0.0186550988633745,0.0905059625188482,0.206120109042423,0.836697091282896,0.974942839511082
"ENSG00000001497",4258.96720814245,-0.0117850419255862,0.0433097003871582,-0.272110908647168,0.785536742034218,0.966457605849185
"ENSG00000001561",411.414620466832,0.0122683436751756,0.113522823996078,0.108069401758359,0.913940639830182,0.986436401687968
"ENSG00000001617",38.4194605075977,0.751974060697015,0.376132115654506,1.99922854071769,0.0455836318510912,0.365923650180778
"ENSG00000001626",12.429710224984,-1.00835334902379,0.846288341797885,-1.19150093321812,0.233456990502894,NA
"ENSG00000001629",2609.20513585844,0.0419935353790219,0.0815238090301591,0.515107621670213,0.606477817054464,0.928174131161362
"ENSG00000001630",5988.53698108909,0.0744804153915201,0.0398658546666129,1.86827589711494,0.0617236244549132,0.427054597243403
"ENSG00000001631",772.843730081398,-0.231690056197659,0.11643488031772,-1.98986811826008,0.0466054652098758,0.369176325623196
"ENSG00000002016",349.176551882928,0.220624887948566,0.179661410916416,1.22800375897753,0.219445556889549,0.723236224921095
"ENSG00000002079",16.7415673372827,-0.0401665508268068,0.585465177992511,-0.0686062166233916,0.945303070379148,NA
"ENSG00000002330",1482.07842378139,-0.0592174642200902,0.0706888969034185,-0.837719455447132,0.402188284044668,0.854164298291672
"ENSG00000002549",2809.49261663493,1.39761541052441,0.05107824762183,27.3622427470885,7.72212529676073e-165,5.9619349717638e-162
"ENSG00000002586",5187.59687784114,0.140497828343244,0.0421264479611668,3.33514538118093,0.000852548149165101,0.0233605312271231
"ENSG00000002587",100.650184105477,0.638610068107251,0.303569868272368,2.10366750739002,0.0354074607078074,0.321475372541974
"ENSG00000002726",0.439543429154186,0.576481274243311,3.90493901896268,0.147628752060883,0.882635762858919,NA
"ENSG00000002745",0.168799477816678,-0.911024509762851,4.0804728567969,-0.223264445503012,0.823329697238174,NA
"ENSG00000002746",398.110053663313,0.0111771049074593,0.114728555208655,0.0974221708547772,0.922391138676892,0.986685434446616
"ENSG00000002822",619.887652667024,0.230009793391436,0.104507699908414,2.20088848566189,0.0277439192694907,0.277902552266308
"ENSG00000002834",46047.114874297,-0.0827906631160275,0.0257266303991622,-3.21809198606607,0.00129046425103754,0.0331454858999367
"ENSG00000002919",991.733859734014,-0.0731460332827663,0.1001432167146,-0.730414257525068,0.465137005983641,0.881832038644416
"ENSG00000002933",1.40971276622125,2.4286604895556,2.35719664038961,1.03031730486184,0.30286107828017,NA
"ENSG00000003056",8838.45734995253,0.00179356369291556,0.0491105714500757,0.0365209289966996,0.970866990913604,0.995922346098268
"ENSG00000003096",187.72591373795,0.0832853888726004,0.176130398489967,0.472862093009712,0.636311570857204,0.937067166987023
"ENSG00000003137",278.461892528404,0.0640076308858315,0.155004007971009,0.412941779530003,0.679649269960974,0.944121821227387
"ENSG00000003147",217.419882591401,-0.157522622532812,0.187623402770158,-0.839568093356563,0.401150595156247,0.853934651939998
"ENSG00000003249",2254.11234575699,-0.158040728123113,0.0572761216459351,-2.75927775103342,0.005792927581462,0.102469237879634
"ENSG00000003393",912.741718227873,0.1634247580223,0.0973584619754261,1.67858812378887,0.0932323427262686,0.50962853877877
"ENSG00000003400",241.78656539387,-0.0551259065108555,0.163919865739929,-0.336297899354779,0.736646233850015,0.958509152303108
"ENSG00000003402",2460.49276650294,-0.207167891166653,0.0579199138569746,-3.57679902076902,0.000347827390570386,0.0113213829833129
"ENSG00000003436",1604.91576682785,-0.0011425993156359,0.0695084251889293,-0.0164382851795336,0.986884736713499,0.998172233988714
"ENSG00000003509",601.425125486485,-0.0174403069732351,0.102223128706407,-0.170610185717608,0.864530288314603,0.98006410576905
"ENSG00000003756",1004.54363437504,-0.271760131619369,0.0760967126945837,-3.57124666751487,0.000355286091435166,0.0114573217446844
"ENSG00000003987",0.164687086353689,-0.911024509762852,4.0804728567969,-0.223264445503012,0.823329697238174,NA
"ENSG00000003989",417.684828364264,-0.029729592511969,0.113785274527106,-0.261278031234935,0.793878106851327,0.967320803894832
"ENSG00000004059",3296.83455617556,0.0257606392664849,0.04977246322622,0.517568100847261,0.604759642902793,0.927753793858983
"ENSG00000004139",581.155226669029,0.202819945266307,0.113057998064183,1.79394601654955,0.0728217856566449,0.461092286982345
"ENSG00000004142",8106.08955353258,0.00784110913691773,0.0423022790980056,0.185359023298757,0.852947446111218,0.977169393877137
"ENSG00000004399",1692.69323368147,0.221471134929692,0.0869555725531877,2.54694585323126,0.0108670293406266,0.155709345082668
"ENSG00000004455",4535.27948648667,-0.101984502124949,0.0488508799667592,-2.08766970409427,0.0368276395123353,0.328594676138274
"ENSG00000004468",224.376824312918,0.244010044884796,0.186073777416022,1.31136180644756,0.189735556117287,0.681894625969167
"ENSG00000004478",9842.97393839388,-0.0374951727116356,0.0400863489550033,-0.935360133538821,0.349602734900211,0.826129536761516
"ENSG00000004487",3281.63244560972,-0.0555097970657014,0.0465737185529862,-1.19186955197809,0.233312398684065,0.742367094189938
"ENSG00000004534",1080.21115384042,-0.110996402970897,0.0743157724077461,-1.49357800335972,0.135285952293483,0.600265362790959
"ENSG00000004660",345.377461837006,-0.0568220489394774,0.123724897677812,-0.459261232023372,0.646046583873188,0.93912789460618
"ENSG00000004700",2817.18624795249,-0.0858001016521128,0.0487593689452787,-1.75966390681561,0.0784648089458316,0.475242555336428
"ENSG00000004766",776.299905999461,-0.150519832241921,0.0985692562554748,-1.52704644389117,0.126749462893705,0.585631630420815
"ENSG00000004776",5.37902352455142,-0.34175134996248,0.979496709961686,-0.348905051427736,0.727160592726961,NA
"ENSG00000004777",159.441809089238,-0.0555480579145645,0.199662568520677,-0.27820967308057,0.780851409831841,0.965307973442867
"ENSG00000004779",2097.82273152475,0.147478867388484,0.0697969674191574,2.1129695578723,0.0346033735351796,0.31627387022927
"ENSG00000004799",1089.64790726565,0.355343212090844,0.074422560293239,4.77467061991316,0.00000180001619278501,0.000121154936052837
"ENSG00000004809",0,NA,NA,NA,NA,NA
"ENSG00000004838",24.022166800062,-0.199292486695621,0.547749114564738,-0.36383899379552,0.715978242539643,0.952691202494836
"ENSG00000004846",9.41110064524207,0.475141253516456,0.774956996492096,0.61311950942726,0.539797321160697,NA
"ENSG00000004848",66.414597040095,0.454757824244008,0.286520257473341,1.58717512072011,0.11247298789171,0.555213785075157
"ENSG00000004864",2826.70011638696,0.0546960820400482,0.0583222778224352,0.937824860108737,0.348334423080884,0.825953526346747
"ENSG00000004866",842.077655020516,-0.00764551089008827,0.08890944886034,-0.0859921075666314,0.931472691235902,0.988485218616225
"ENSG00000004897",5304.25996457737,-0.0502518584399162,0.0659240379263798,-0.762269120954554,0.44589939962726,0.873805084525674
"ENSG00000004939",3.14412842202952,0.187754301914667,1.395459041415,0.13454662325616,0.892970346190124,NA
"ENSG00000004948",0.695273022448798,-1.68232559152576,2.6475403287072,-0.635429637571279,0.525148243557069,NA
"ENSG00000004961",2123.20064789321,-0.109265764781446,0.070422815490983,-1.55156768470065,0.120765700393693,0.57258159090694
"ENSG00000004975",2667.43784689474,-0.0217806771193024,0.0510175003488774,-0.426925603378403,0.669433516294095,0.942018836077409
"ENSG00000005001",0.329374172707378,-1.81407599872961,4.0371469737391,-0.449346038311175,0.653182051574793,NA
"ENSG00000005007",2704.20480554792,-0.00496584136896253,0.0491834298226634,-0.100965739617336,0.919577656983217,0.986606955856056
"ENSG00000005020",2030.69252868497,-0.00667487022960121,0.0654574387255338,-0.101972676590498,0.918778362927702,0.986606955856056
"ENSG00000005022",22837.8700273069,-0.00864407118220114,0.0318252534376745,-0.271610442918527,0.785921568943279,0.966568646212569
"ENSG00000005059",691.552692769646,0.340534188891534,0.101860746543865,3.34313462688874,0.000828377010913365,0.0228412778744494
"ENSG00000005073",4.61961235125978,-0.50747244449277,0.989576542553608,-0.512817778787717,0.608078792125348,NA
"ENSG00000005075",2090.68881500895,-0.00554469688949456,0.0551227182240071,-0.10058823418254,0.91987733709339,0.986606955856056
"ENSG00000005100",2835.78667127805,-0.116650151128008,0.0499473132364476,-2.33546398333366,0.0195191953027733,0.225916612300617
"ENSG00000005102",0,NA,NA,NA,NA,NA
"ENSG00000005108",4008.81430404963,0.0843087386599267,0.0534656526856071,1.57687663808549,0.114823913000901,0.559645902902546
"ENSG00000005156",2271.18476797069,-0.141847628581607,0.0751681987865012,-1.88706967669259,0.0591509546086004,0.416788322898365
"ENSG00000005175",2131.89670785323,-0.0450913216589112,0.0664888546815679,-0.678178649261821,0.497658428179049,0.894302219182
"ENSG00000005187",561.828845165285,0.118206369938405,0.105232154142856,1.1232913637588,0.261313770478952,0.762510479325538
"ENSG00000005189",192.727829606741,0.132560718999119,0.195677467548863,0.677444984645545,0.498123664830401,0.894302219182
"ENSG00000005194",2274.35804504411,0.0168204742590685,0.0542763860586559,0.309904094220473,0.756633889249919,0.961124576588355
"ENSG00000005206",618.848137622213,0.0533250948298615,0.115200469647391,0.462889561067592,0.643443530374025,0.939100238816501
"ENSG00000005238",377.933972917551,0.080618221218934,0.135805630872232,0.593629444531506,0.552759982828657,0.913006285485777
"ENSG00000005243",72.7959132242652,0.024819243972555,0.256380876691059,0.0968061436284983,0.922880344943179,0.986685434446616
"ENSG00000005249",427.403828568342,-0.128653291792575,0.11314817111045,-1.13703377199963,0.255524167854552,0.759425350068629
"ENSG00000005302",913.342007592282,-0.0107202643174891,0.0797893484587989,-0.134357085557914,0.893120214644032,0.98278683768576
"ENSG00000005339",3033.6794597329,-0.0331217909883738,0.0567247277743203,-0.58390392141059,0.559284954739604,0.914571016560054
"ENSG00000005379",1.06635800058789,-2.71192025042032,2.59813464158021,-1.04379511631888,0.296580191583983,NA
"ENSG00000005381",0,NA,NA,NA,NA,NA
"ENSG00000005421",2.78797519790872,-0.145170660159219,1.62660010023557,-0.0892479104963753,0.92888489019244,NA
"ENSG00000005436",418.100495941338,0.0607960305851181,0.120657943820258,0.503870931827622,0.614352078483883,0.930654292670348
